a_first,a_second,b_first,b_second,c_first,c_second
23:01,30:02,08:01,53:01,06:02,07:01
24:02,33:03,51:01,55:01,03:03,16:01
02:01,66:02,07:02,15:10,07:02,08:04
02:01,29:02,42:01,51:01,16:01,unmapped
01:02,30:01,13:02,58:01,06:02,unmapped
30:02,68:02,15:10,42:01,03:04,unmapped
02:01,03:01,15:03,53:01,04:01,04:01
02:01,02:02,13:02,58:02,06:02,06:02
03:01,36:01,07:02,53:01,04:01,07:02
30:02,unmapped,08:01,45:01,07:01,16:01
68:01,unmapped,14:02,55:01,06:02,07:01
01:01,23:01,14:02,55:01,03:03,08:02
23:01,68:02,42:01,45:02,16:01,unmapped
30:01,unmapped,35:01,57:03,07:01,16:01
33:03,68:01,07:02,58:02,06:02,07:02
26:01,68:01,08:01,15:03,02:10,03:04
23:01,68:01,18:01,18:01,05:01,05:01
01:01,02:01,07:02,45:01,07:02,16:01
02:02,26:01,18:01,35:01,04:01,12:03
29:02,33:03,35:01,78:01,04:01,16:01
23:01,30:01,15:16,42:01,14:02,unmapped
03:01,30:02,07:02,52:01,07:02,16:01
02:01,32:01,07:02,15:01,03:03,04:01
03:01,29:02,13:02,42:01,06:02,unmapped
02:01,03:01,15:01,45:01,03:04,16:01
01:01,02:01,44:02,52:01,05:01,12:02
33:03,unmapped,52:01,57:03,07:01,16:01
02:01,24:02,35:01,35:01,04:01,04:01
02:05,25:01,15:03,44:03,02:10,16:01
30:01,30:01,15:16,42:02,14:02,unmapped
01:01,02:01,08:01,44:02,05:01,07:01
02:02,30:01,15:16,42:01,14:02,unmapped
01:01,30:02,08:01,57:03,07:01,unmapped
03:01,32:01,14:01,81:01,08:02,08:04
36:01,68:02,53:01,53:01,04:01,07:01
02:02,68:01,07:02,42:01,15:05,unmapped
03:01,23:01,14:02,53:01,04:01,08:02
23:01,33:03,35:01,58:01,03:02,16:01
30:01,68:01,07:02,53:01,06:02,07:02
66:02,unmapped,15:03,58:01,02:10,03:02
02:02,68:01,14:01,18:01,02:02,05:01
24:02,66:02,13:02,58:01,06:02,07:01
68:01,unmapped,14:02,42:01,08:02,unmapped
23:01,unmapped,35:01,45:01,04:01,16:01
02:02,34:02,40:01,53:01,03:04,04:01
23:01,25:01,18:01,58:01,03:02,12:03
03:01,30:01,18:01,53:01,02:02,04:01
03:01,68:02,07:02,53:01,04:01,15:05
23:01,30:02,44:03,53:01,04:01,07:01
11:01,23:01,15:03,51:01,02:10,15:03
02:02,03:01,49:01,58:02,06:02,07:01
02:01,23:01,07:02,58:01,03:02,15:05
33:03,80:01,42:01,53:01,04:01,unmapped
23:01,23:01,08:01,57:03,03:04,unmapped
30:01,unmapped,08:01,57:03,03:04,07:01
03:01,unmapped,07:02,57:03,02:02,07:02
33:01,unmapped,15:03,53:01,02:10,04:01
36:01,unmapped,15:03,53:01,02:10,04:01
66:01,68:02,07:02,44:03,04:01,15:05
30:02,33:03,15:03,57:03,04:01,unmapped
02:01,68:02,15:10,52:01,03:04,16:01
03:01,23:01,07:02,53:01,04:01,07:02
23:01,26:01,42:01,51:01,16:02,unmapped
11:01,23:01,40:01,45:01,03:04,06:02
01:01,03:01,37:01,41:02,06:02,unmapped
33:03,unmapped,13:02,15:03,02:10,06:02
02:01,02:01,07:02,39:01,07:02,07:02
01:01,03:01,07:02,57:03,07:01,07:01
11:01,30:01,42:02,55:01,03:03,unmapped
01:01,02:01,14:02,15:03,02:10,08:02
03:01,unmapped,07:02,15:03,02:10,07:02
11:01,32:01,40:01,41:01,03:04,unmapped
03:01,32:01,15:03,53:01,02:10,16:01
68:01,68:02,15:03,58:02,02:10,06:02
66:01,unmapped,49:01,58:01,07:01,07:01
unmapped,unmapped,15:03,51:01,02:10,16:01
02:01,33:03,14:01,58:02,06:02,08:04
02:01,31:01,15:16,51:01,14:02,15:02
29:02,30:01,07:02,42:02,07:01,unmapped
30:02,68:01,15:03,58:01,02:10,03:02
01:01,32:01,37:01,53:01,04:01,06:02
34:02,66:01,42:01,53:01,04:01,unmapped
30:01,32:01,42:01,78:01,16:01,unmapped
32:01,unmapped,07:02,53:01,07:01,15:05
02:01,26:01,27:05,51:01,01:02,16:01
02:05,30:01,45:01,58:01,03:02,16:01
23:01,30:02,18:01,45:01,04:07,07:01
02:01,02:05,08:01,53:01,04:01,07:01
33:01,68:02,52:01,53:01,04:01,16:01
30:02,30:03,18:01,57:03,07:01,07:04
02:05,23:01,07:02,27:05,02:02,07:02
02:02,30:01,15:16,42:01,14:02,unmapped
32:01,33:03,39:06,58:01,03:02,07:02
02:01,unmapped,15:03,44:03,02:10,03:03
02:01,02:01,40:01,53:01,03:04,04:01
02:01,30:01,15:07,42:01,03:03,unmapped
24:02,unmapped,18:01,57:03,02:02,16:01
23:01,68:02,39:10,58:02,06:02,12:03
01:01,02:01,08:01,52:01,07:01,16:01
23:01,30:01,35:01,44:03,07:01,16:01
23:01,34:02,35:01,53:01,04:01,04:01
26:01,68:02,07:02,08:01,03:04,07:02
33:03,34:02,53:01,58:02,04:01,06:02
02:01,23:01,15:01,81:01,01:02,unmapped
03:01,68:01,07:02,15:03,02:10,07:02
23:01,68:01,58:02,81:01,06:02,08:04
03:01,30:01,42:01,49:01,07:01,unmapped
68:01,68:02,58:01,58:02,06:02,07:01
23:01,34:02,07:02,35:01,04:01,07:02
23:01,29:02,15:03,45:01,02:10,06:02
02:01,36:01,51:01,53:01,04:01,16:01
30:02,34:02,14:02,78:01,02:02,08:02
02:06,23:01,07:02,35:01,04:01,07:02
unmapped,unmapped,45:01,57:03,07:01,16:01
23:01,66:01,39:10,44:03,04:01,12:03
03:01,34:02,53:01,58:02,04:01,06:02
23:01,34:02,51:01,58:01,07:01,16:01
02:01,66:02,07:02,58:01,07:01,07:02
02:01,03:01,44:03,45:01,03:03,16:01
26:01,36:01,35:01,51:01,04:01,07:02
02:01,68:02,07:02,13:02,06:02,07:02
02:01,23:01,07:02,13:02,07:02,08:04
02:01,36:01,39:10,53:01,04:01,12:03
30:02,36:01,07:02,15:17,05:01,07:01
02:01,36:01,45:01,53:01,04:01,16:01
29:02,66:03,44:03,44:03,04:01,16:01
02:01,02:05,15:10,45:01,03:04,16:01
03:01,66:01,07:02,45:01,06:02,07:02
29:02,30:02,07:02,08:01,03:04,07:02
11:01,unmapped,51:01,57:03,04:01,07:01
03:01,03:01,07:02,49:01,07:01,07:02
23:01,unmapped,07:02,58:02,06:02,07:02
02:01,30:02,45:01,58:01,03:02,16:01
11:01,68:01,35:01,53:01,04:01,04:01
23:01,23:01,45:01,58:02,06:02,06:02
29:02,68:01,49:01,81:01,07:01,unmapped
02:01,23:01,44:02,44:03,04:01,05:01
30:01,33:01,42:01,78:01,16:01,unmapped
02:01,68:02,49:01,53:01,03:04,04:01
23:01,33:01,44:03,57:02,04:01,08:02
34:02,unmapped,44:10,58:01,03:02,03:04
30:02,68:01,58:02,58:02,02:02,06:02
23:01,23:01,07:02,07:05,07:02,15:05
unmapped,33:01,14:02,45:01,08:02,16:01
03:01,33:01,15:10,44:02,03:04,07:04
30:04,32:01,07:02,35:01,07:02,unmapped
23:01,30:02,44:03,44:10,04:01,04:01
02:02,02:02,53:01,53:01,04:01,04:01
03:01,68:02,07:02,57:04,07:02,unmapped
unmapped,unmapped,07:02,53:01,04:01,07:01
03:01,66:01,42:01,57:03,unmapped,unmapped
02:01,24:02,08:01,15:03,04:01,07:01
01:01,23:01,53:01,81:01,06:02,unmapped
30:02,68:02,57:03,81:01,07:01,08:04
23:01,unmapped,15:03,81:01,02:10,08:04
03:01,66:01,07:02,53:01,06:02,07:02
30:02,36:01,14:02,53:01,04:01,08:02
33:03,68:01,42:01,58:02,06:02,unmapped
03:01,unmapped,27:05,41:01,01:02,07:01
unmapped,80:01,15:03,18:01,02:02,02:10
66:02,68:02,44:03,49:01,07:01,unmapped
23:01,33:03,07:02,58:01,07:01,07:02
02:01,68:02,27:03,27:03,02:02,02:02
23:01,29:01,15:03,44:03,02:10,04:01
30:02,33:03,07:02,08:01,07:01,15:05
02:02,33:03,15:16,53:01,04:01,14:02
02:01,23:01,49:01,51:01,07:01,14:02
30:02,68:01,57:03,57:03,07:01,unmapped
02:02,23:01,53:01,53:01,04:01,06:02
11:01,24:02,35:01,55:01,03:03,04:01
34:02,36:01,35:01,58:02,04:01,06:02
30:01,33:03,18:01,53:01,04:01,07:01
23:01,68:01,15:03,58:02,02:10,06:02
02:01,68:01,15:01,53:01,03:04,04:01
23:01,68:01,07:02,53:01,06:02,07:02
02:01,25:01,42:01,44:02,02:02,unmapped
01:01,03:01,47:01,57:01,06:02,06:02
11:01,30:02,35:01,44:03,03:03,04:01
01:01,29:02,08:01,81:01,07:01,unmapped
01:01,02:02,08:01,53:01,04:01,07:01
30:02,33:03,15:10,53:01,03:04,04:01
30:02,68:02,57:04,58:01,07:01,unmapped
30:01,33:03,15:10,42:02,03:04,unmapped
33:01,33:03,07:02,53:01,04:01,07:02
11:01,30:02,07:02,40:01,07:02,12:03
02:02,30:01,42:01,53:01,04:01,unmapped
03:01,unmapped,15:10,57:03,03:04,07:01
26:01,68:02,44:03,44:05,02:02,04:01
23:01,30:01,42:01,53:01,06:02,unmapped
23:01,unmapped,15:03,51:01,02:10,16:01
01:01,30:01,08:01,58:01,07:01,07:01
02:02,24:02,13:02,15:13,08:04,12:02
02:01,03:01,07:02,58:02,06:02,07:02
03:01,30:02,42:01,53:01,04:01,unmapped
02:02,03:01,14:01,52:01,08:04,12:02
01:01,30:01,42:01,58:01,03:02,unmapped
30:01,34:02,35:01,53:01,04:01,04:01
68:02,unmapped,15:03,15:03,02:10,02:10
02:01,23:01,35:01,53:01,04:01,04:01
02:01,33:03,41:02,45:01,07:02,14:02
02:01,30:01,15:03,42:02,02:10,unmapped
unmapped,unmapped,15:03,42:01,02:10,unmapped
02:01,03:01,41:02,45:01,16:01,unmapped
02:01,03:01,07:02,49:01,07:01,07:02
03:01,33:03,49:01,58:01,07:01,07:01
02:01,03:01,45:01,50:01,04:01,16:01
30:02,66:01,07:02,39:10,06:02,12:03
02:01,unmapped,07:02,45:01,15:05,16:01
02:02,32:01,14:02,53:01,04:01,08:02
01:01,23:01,08:01,15:03,02:10,07:01
02:02,unmapped,15:16,57:03,14:02,unmapped
30:02,34:02,07:05,57:03,07:02,unmapped
30:01,68:01,39:01,58:02,06:02,12:03
23:01,unmapped,07:05,53:01,04:01,15:05
02:01,unmapped,07:02,44:02,05:01,15:05
03:01,26:01,53:01,58:01,04:01,07:01
01:01,23:01,07:02,44:03,04:01,15:05
03:01,33:03,15:10,44:03,03:04,07:01
01:01,02:01,08:01,57:03,07:01,unmapped
02:01,30:02,18:01,45:01,05:01,16:01
30:01,34:02,42:01,44:03,07:01,unmapped
03:01,34:02,15:03,58:02,02:10,06:02
02:01,66:01,51:01,58:02,06:02,15:02
02:01,66:01,15:03,40:12,02:10,15:05
02:01,23:01,44:03,52:01,04:01,16:01
30:02,32:01,08:01,58:01,07:01,07:02
02:01,30:01,49:01,53:01,04:01,07:01
02:01,03:01,27:05,35:01,07:02,16:01
01:01,30:01,27:03,58:01,02:02,03:02
30:01,68:02,13:02,53:01,04:01,06:02
02:02,unmapped,15:16,50:01,06:02,14:02
02:01,30:02,14:01,15:01,03:03,08:02
02:02,30:02,53:01,53:01,04:01,04:01
30:02,30:02,14:02,53:01,04:01,08:02
02:02,24:02,15:10,18:01,03:04,07:01
02:01,30:02,42:01,44:03,04:01,unmapped
02:01,31:01,44:03,51:01,14:02,16:01
23:01,30:02,14:01,44:03,03:03,08:02
02:02,30:01,08:01,42:01,03:04,unmapped
02:02,02:05,44:03,53:01,04:01,07:01
24:02,unmapped,15:03,35:01,02:10,04:01
03:01,66:02,13:02,58:02,06:02,06:02
02:01,23:01,45:01,45:01,16:01,16:01
33:03,66:02,08:01,35:01,07:02,16:01
02:02,68:01,35:01,58:01,07:01,07:01
33:01,34:02,45:01,78:01,15:05,16:01
30:01,68:01,42:01,58:02,06:02,unmapped
02:02,03:01,45:01,53:01,04:01,16:01
01:02,68:02,15:03,81:01,08:04,12:03
01:01,68:02,15:16,58:01,03:02,03:04
30:01,36:01,42:01,53:01,04:01,unmapped
03:01,unmapped,15:10,35:01,03:02,04:01
02:05,33:03,53:01,57:03,04:01,unmapped
33:01,unmapped,14:02,15:03,02:10,08:02
33:03,68:01,15:16,58:02,06:02,14:02
01:01,unmapped,15:16,37:01,06:02,16:01
02:01,23:01,42:01,45:01,16:01,unmapped
23:01,68:02,53:01,81:01,04:01,unmapped
33:01,33:03,49:01,78:01,07:01,16:01
34:02,68:01,45:01,57:02,15:05,unmapped
03:01,34:02,14:01,57:01,06:02,08:02
23:01,66:01,07:02,42:01,07:02,unmapped
02:02,68:01,35:01,53:01,04:01,16:01
23:01,33:01,14:02,81:01,08:02,unmapped
02:01,24:02,15:10,50:01,03:04,06:02
23:01,34:02,15:03,53:01,02:10,04:01
68:02,68:02,07:02,15:10,03:04,07:02
23:01,36:01,35:01,53:01,04:01,06:02
30:02,33:03,37:01,40:16,02:02,08:02
02:02,34:02,35:01,53:01,04:01,06:02
03:01,34:02,15:10,49:01,03:04,07:01
30:01,68:02,35:01,50:01,06:02,06:02
36:01,36:01,53:01,57:03,04:01,07:01
26:01,36:01,35:01,38:01,04:01,12:03
30:02,33:03,27:03,58:02,06:02,07:01
29:02,unmapped,42:02,58:02,06:02,unmapped
33:03,68:02,15:16,42:01,14:02,unmapped
03:01,31:01,08:01,44:03,04:01,07:01
23:01,30:02,07:02,67:01,07:02,12:03
02:05,30:02,18:01,27:03,02:02,05:01
03:01,30:01,07:02,57:03,07:02,unmapped
03:01,30:01,53:01,67:01,04:01,12:03
23:01,68:02,07:02,52:01,07:02,16:01
03:01,68:01,53:01,67:01,04:01,12:03
01:01,02:02,14:02,53:01,04:01,08:02
24:02,30:02,45:01,81:01,08:04,16:01
02:01,33:03,53:01,58:01,03:02,04:01
23:01,68:02,56:01,81:01,01:02,unmapped
24:02,68:01,44:02,52:01,07:02,07:04
03:01,29:02,07:02,13:02,06:02,07:01
02:01,33:01,35:01,49:01,06:02,15:05
23:01,68:02,41:02,57:03,07:01,unmapped
23:01,30:02,15:03,58:01,02:10,07:01
30:02,80:01,45:01,57:03,04:07,unmapped
11:01,30:01,42:01,51:01,14:02,unmapped
02:01,23:01,15:03,58:02,02:10,06:02
02:01,23:01,51:01,57:03,04:01,07:01
02:02,68:02,15:16,18:01,03:04,05:01
02:01,03:01,41:01,49:01,06:02,07:01
02:01,33:03,15:03,15:03,02:10,02:10
24:02,33:03,15:10,45:01,03:02,06:02
02:02,33:03,44:03,53:01,03:04,04:01
02:11,03:01,35:01,40:06,04:01,15:02
23:01,33:03,07:02,53:01,04:01,07:02
01:01,02:02,08:01,15:03,02:10,07:01
01:01,68:02,07:02,53:01,04:01,07:01
11:01,33:03,51:01,53:01,03:03,06:02
68:01,68:02,15:10,40:04,03:04,03:04
02:01,26:01,27:05,42:01,01:02,unmapped
03:01,unmapped,15:03,44:03,02:10,14:03
33:01,34:02,44:03,57:02,04:01,unmapped
02:01,03:01,44:02,51:09,05:01,unmapped
01:01,30:01,07:05,13:02,04:01,07:01
23:01,30:02,07:02,40:01,07:01,15:05
26:01,30:02,08:01,27:03,05:01,07:02
03:01,66:02,15:03,53:01,02:10,04:01
02:01,30:01,15:03,57:03,02:10,08:02
23:01,30:02,53:01,57:03,06:02,07:01
23:01,unmapped,15:03,52:01,02:10,16:01
01:01,02:01,35:03,51:01,04:01,16:01
01:01,02:02,15:10,57:01,07:01,07:01
02:01,68:02,45:01,53:01,04:01,16:01
02:01,11:01,07:02,42:01,07:02,unmapped
02:01,24:02,18:01,45:01,06:02,14:02
29:02,unmapped,14:02,53:01,04:01,08:02
01:01,23:01,15:03,53:01,02:10,08:02
03:01,23:01,42:01,44:03,04:01,unmapped
30:01,66:02,42:01,51:01,16:01,unmapped
03:01,unmapped,15:03,53:01,02:10,04:01
30:01,33:01,07:02,42:01,07:02,unmapped
23:01,33:01,07:02,18:01,02:02,07:01
68:01,68:02,15:10,58:02,03:02,06:02
24:02,68:01,45:01,58:02,06:02,06:02
02:01,68:01,14:01,40:01,03:04,08:02
33:03,68:02,44:03,53:01,04:01,04:01
03:01,30:01,08:01,35:01,04:01,07:01
02:01,43:01,35:01,44:03,03:03,04:01
02:01,33:03,35:01,42:01,16:01,unmapped
02:01,02:02,14:01,15:01,03:04,08:02
01:02,24:02,45:01,81:01,08:04,16:01
30:02,66:01,08:01,45:01,07:01,16:01
02:02,32:01,07:02,81:01,15:05,unmapped
34:02,unmapped,35:01,58:02,03:06,04:01
02:01,03:01,07:02,45:01,07:02,16:01
02:02,24:02,35:03,81:01,12:03,unmapped
03:01,68:01,15:01,15:03,02:10,03:03
02:05,68:01,15:16,58:01,07:01,16:01
01:01,03:01,08:01,15:10,03:04,07:01
02:01,68:01,14:01,15:10,03:04,08:04
unmapped,80:01,07:02,15:03,02:10,15:05
23:01,30:02,15:16,81:01,14:02,unmapped
01:01,unmapped,50:01,57:03,06:02,07:01
30:02,80:01,14:01,15:10,03:04,08:04
03:01,30:02,07:02,18:01,05:01,16:01
26:01,68:02,15:03,53:01,02:10,04:01
02:01,30:02,18:01,51:01,05:01,16:01
02:01,03:01,38:01,53:01,04:01,12:03
02:05,30:02,53:01,58:01,04:01,07:01
11:01,24:02,35:05,55:01,03:03,04:01
02:01,36:01,07:02,53:01,04:01,07:02
03:01,30:01,15:01,15:03,01:02,02:02
01:02,33:01,41:02,49:01,07:01,unmapped
02:01,33:03,35:01,53:01,02:02,04:01
11:01,30:01,14:02,42:01,08:02,unmapped
01:01,03:01,53:01,78:01,04:01,16:01
02:05,36:01,42:01,53:01,04:01,unmapped
23:01,24:02,15:03,52:01,02:10,07:02
30:01,68:02,35:01,51:01,04:01,16:01
02:01,80:01,15:10,52:01,03:04,16:01
02:01,30:02,15:16,58:01,03:02,03:02
02:01,23:01,35:01,44:02,04:01,05:01
30:01,80:01,07:02,53:01,03:02,04:01
03:01,68:02,07:02,58:02,15:05,unmapped
02:01,30:02,38:01,49:01,07:01,12:03
23:01,68:02,14:01,15:10,03:04,03:04
33:01,unmapped,15:10,45:01,03:04,04:01
03:01,30:01,42:01,58:02,06:02,unmapped
29:02,68:02,44:04,52:01,16:01,16:01
24:24,68:03,40:01,44:03,03:03,03:04
02:01,32:01,40:02,44:02,02:02,05:01
03:01,33:03,07:02,53:01,04:01,07:02
02:01,34:02,44:03,52:01,04:01,16:01
03:01,74:01,57:03,57:04,18:01,18:01
30:01,30:01,15:03,42:02,02:02,17:01
23:01,24:02,45:01,58:02,06:02,17:01
23:01,32:01,07:02,14:01,07:02,08:02
02:01,33:03,41:02,44:02,07:04,17:01
32:01,68:02,14:02,15:10,03:04,08:02
34:02,36:01,unmapped,unmapped,unmapped,unmapped
02:01,02:01,15:01,44:02,03:04,05:01
31:01,34:02,07:02,40:01,03:04,07:02
32:01,69:01,14:02,15:01,07:04,08:02
03:01,25:01,18:01,35:01,04:01,12:03
03:01,24:05,27:05,39:01,01:02,03:03
23:01,23:01,07:02,45:01,06:02,07:02
01:02,24:02,49:01,55:01,03:03,07:01
02:01,24:02,07:02,08:01,07:01,07:02
01:01,29:02,08:01,42:01,07:01,17:01
23:01,30:01,42:01,45:01,06:02,17:01
30:01,30:02,27:05,42:01,07:01,17:01
02:01,03:01,07:02,48:02,04:01,07:02
24:02,30:02,44:03,51:02,04:01,16:01
03:01,26:01,07:02,44:03,07:02,16:01
02:01,11:01,15:01,50:01,04:01,06:02
02:01,02:01,44:03,57:01,06:02,16:01
23:01,68:01,15:03,58:02,02:02,06:02
26:01,34:02,27:05,44:03,01:02,04:01
33:03,66:01,53:01,58:02,04:01,06:02
01:01,02:01,07:02,57:01,03:03,06:02
29:02,31:01,35:01,49:01,04:01,07:01
03:01,30:02,14:02,15:16,08:02,14:02
01:01,29:02,35:08,44:03,04:01,06:02
unmapped,unmapped,53:01,58:02,04:01,06:02
02:01,30:02,42:01,45:01,16:01,17:01
24:02,68:02,07:02,58:02,06:02,07:02
02:01,34:02,44:03,51:01,16:01,17:01
32:01,36:01,15:10,35:01,04:01,14:02
11:01,33:03,35:01,44:03,03:03,04:01
02:04,30:01,42:01,53:01,04:01,17:01
02:01,30:02,44:02,57:03,05:01,07:01
unmapped,unmapped,07:02,15:03,unmapped,unmapped
01:01,23:01,08:01,15:10,07:01,16:01
02:01,34:02,44:02,81:01,05:01,08:01
01:01,34:02,08:01,55:01,03:03,07:01
01:01,02:02,42:01,58:01,07:01,17:01
03:01,33:03,15:16,81:01,08:01,08:02
01:01,02:01,57:03,58:02,06:02,08:02
03:01,33:03,07:02,42:01,07:02,unmapped
30:01,30:01,15:03,81:01,04:01,unmapped
32:01,68:02,14:02,14:02,08:02,08:02
02:01,02:01,53:01,58:01,04:01,07:01
02:02,66:01,58:02,58:02,06:02,06:02
02:01,30:02,15:03,58:02,06:02,08:02
01:01,03:01,45:01,58:02,06:02,06:02
02:05,30:02,15:10,58:01,03:04,07:01
02:01,30:01,45:01,58:01,03:02,16:01
02:01,unmapped,15:31,35:01,04:01,16:01
30:03,68:01,53:01,57:03,04:01,07:01
33:01,68:02,41:01,58:01,07:01,07:01
03:01,36:01,15:10,53:01,03:04,04:01
02:02,68:02,15:10,58:02,03:04,06:02
01:01,unmapped,15:03,57:03,02:10,07:01
23:01,36:01,08:01,81:01,03:04,unmapped
02:01,36:01,53:01,53:01,04:01,04:01
01:02,66:02,58:01,81:01,03:02,08:04
29:01,unmapped,18:01,58:01,07:01,07:04
30:01,unmapped,35:01,81:01,07:05,unmapped
02:01,68:02,27:03,45:01,02:02,16:01
02:05,68:01,07:02,57:03,07:01,07:02
01:01,unmapped,49:01,81:01,07:01,unmapped
34:02,68:02,13:02,81:01,06:02,unmapped
01:01,unmapped,49:01,81:01,07:01,unmapped
02:02,03:01,58:02,58:02,06:02,06:02
02:01,66:01,45:01,58:02,06:02,16:01
30:02,34:02,40:12,57:03,04:04,unmapped
36:01,68:02,15:16,44:03,04:01,16:01
02:01,23:01,15:03,44:03,02:10,04:01
33:03,unmapped,15:03,53:01,02:10,04:01
unmapped,unmapped,07:04,15:03,02:10,unmapped
30:02,30:02,15:10,58:01,03:04,07:01
02:01,68:02,42:01,45:01,06:02,unmapped
23:01,23:01,08:01,42:01,03:04,unmapped
23:01,29:02,15:03,42:01,02:10,unmapped
30:01,36:01,44:03,53:01,04:01,15:05
01:01,30:01,49:01,57:03,07:01,unmapped
30:01,36:01,44:03,53:01,04:01,15:05
02:01,68:02,45:01,53:01,04:01,16:01
02:01,23:01,15:03,53:01,02:10,04:01
01:01,34:02,44:03,81:01,04:01,unmapped
68:02,68:02,45:01,47:02,03:04,07:01
30:02,36:01,45:01,53:01,04:01,16:01
29:02,unmapped,53:01,58:02,04:01,06:02
02:01,23:01,15:03,15:03,02:10,02:10
68:02,68:02,15:10,53:01,03:04,06:02
02:05,30:01,18:01,42:01,07:04,unmapped
30:01,30:01,42:01,42:01,unmapped,unmapped
30:01,30:02,15:10,45:01,03:04,16:01
24:02,29:02,18:01,42:01,07:01,unmapped
02:01,unmapped,57:03,58:02,06:02,08:02
29:02,30:02,13:02,18:01,06:02,07:04
02:01,66:01,42:01,53:01,04:01,unmapped
02:01,33:01,41:02,45:01,16:01,unmapped
02:02,32:01,14:02,53:01,06:02,08:02
30:02,66:01,45:01,58:02,06:02,16:01
02:02,31:03,58:01,58:01,07:01,unmapped
34:02,66:01,58:02,81:01,06:02,08:04
29:02,68:02,07:02,58:02,06:02,07:02
02:02,66:01,58:02,58:02,06:02,06:02
02:01,unmapped,15:03,50:01,02:10,06:02
01:01,32:01,08:01,58:01,03:02,07:04
02:01,30:01,35:01,45:01,06:02,16:01
02:01,02:01,15:10,42:01,03:04,unmapped
02:02,68:02,15:03,57:03,02:10,07:01
30:02,30:02,14:02,18:01,07:04,08:02
03:01,36:01,45:01,53:01,04:01,16:01
30:02,unmapped,35:01,45:01,04:01,16:01
02:01,02:01,15:10,42:01,03:04,unmapped
34:02,68:02,13:02,44:03,04:01,06:02
30:02,30:04,41:01,57:03,07:01,unmapped
02:01,29:02,49:01,81:01,07:01,unmapped
23:01,36:01,42:01,53:01,04:01,unmapped
01:01,30:01,45:01,51:01,04:07,16:01
02:01,30:02,15:03,45:01,02:10,16:01
29:02,30:02,45:01,45:01,06:02,06:02
02:01,unmapped,35:01,57:03,04:01,08:02
02:01,68:02,13:03,51:01,06:02,16:02
23:01,66:01,53:01,58:01,04:01,06:02
30:02,30:04,45:01,53:01,06:02,16:01
02:01,36:01,35:01,53:01,04:01,04:01
66:01,68:02,08:01,13:02,06:02,07:01
02:01,29:01,15:03,58:01,02:10,06:02
30:01,68:02,45:01,53:01,06:02,06:02
29:02,68:02,18:01,42:01,07:01,unmapped
30:01,30:02,18:01,42:01,07:04,unmapped
23:01,30:02,15:03,51:01,02:10,16:01
23:01,66:01,45:01,58:02,06:02,06:02
02:01,32:01,07:02,51:01,07:02,16:01
01:01,unmapped,07:04,58:02,06:02,unmapped
02:02,02:05,35:01,58:02,06:02,07:13
02:01,36:01,45:01,53:01,04:01,16:01
30:01,33:03,42:01,58:01,06:02,unmapped
02:02,unmapped,15:03,45:01,02:10,06:02
03:01,30:04,45:01,47:01,06:02,16:01
01:01,26:01,15:16,51:01,14:02,16:01
01:01,32:01,45:01,58:02,06:02,06:02
32:01,34:02,14:02,40:12,04:01,08:02
29:02,68:02,45:01,58:02,06:02,06:02
29:02,30:02,07:02,18:01,07:02,07:04
30:02,68:02,15:10,51:01,03:04,16:01
02:02,unmapped,35:01,58:02,04:01,06:02
03:01,31:03,53:01,58:01,04:01,06:02
23:01,68:02,07:02,15:03,02:10,07:02
29:02,30:02,13:02,14:02,06:02,08:02
29:02,34:02,40:12,58:02,04:04,06:02
02:05,32:01,58:01,81:01,06:02,08:04
30:01,30:02,15:03,42:01,02:10,unmapped
02:02,02:02,47:01,58:02,06:02,06:02
02:05,23:01,07:02,45:01,07:02,16:01
26:01,30:04,08:01,58:02,06:02,07:01
68:02,68:02,18:01,51:01,07:04,16:01
23:01,24:02,15:03,49:01,02:10,07:01
23:01,30:02,40:12,45:01,06:02,16:01
02:01,68:02,15:03,15:10,02:10,03:04
01:02,01:02,35:01,81:01,04:01,07:02
01:01,30:01,42:01,49:01,07:01,unmapped
02:05,unmapped,15:03,18:01,02:02,02:10
30:02,unmapped,35:01,45:01,04:01,16:01
02:01,23:01,51:01,53:01,04:01,16:01
30:01,30:01,42:01,42:01,unmapped,unmapped
30:03,30:04,14:02,15:03,04:01,08:02
30:01,30:02,27:03,42:01,02:02,unmapped
01:01,01:01,08:01,15:10,03:04,07:04
01:01,33:03,15:03,35:08,04:01,unmapped
30:04,74:03,15:31,57:01,04:07,07:01
02:01,66:02,18:01,53:01,06:02,07:04
02:01,33:03,14:02,53:01,04:01,08:02
29:02,33:03,13:02,53:01,04:01,06:02
02:01,30:01,27:03,45:01,02:02,06:02
02:01,29:02,15:03,42:01,08:02,unmapped
29:02,30:02,18:01,42:01,07:04,unmapped
23:01,66:01,18:01,58:02,05:01,06:02
02:01,68:02,42:01,58:02,06:02,unmapped
30:02,74:03,18:01,81:01,04:01,07:04
26:12,29:02,49:01,53:01,06:02,07:01
23:01,29:02,15:10,41:01,03:04,07:01
02:01,30:01,42:01,58:02,06:02,unmapped
03:01,31:03,47:02,58:02,06:02,07:01
02:05,29:02,45:01,57:03,06:02,unmapped
02:14,36:01,44:03,53:01,04:01,14:03
01:01,29:02,42:01,58:01,07:01,unmapped
30:01,68:02,07:02,13:02,06:02,07:02
30:01,66:01,57:03,58:02,06:02,unmapped
01:01,34:02,44:03,81:01,04:01,unmapped
